video_stem,video_path,exercise_class,quality,split,action_name_raw,comment,action_guidance,judgement_key,frame_root,frame_start,frame_end,annotator
vHqhM6_action_1__ann0,,kneeling side torso twist,3.000000,train,Kneeling Side Torso Twist,"The movements were not executed in accordance with the instructional text, sticking out the buttocks, and the waist not being straight.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,vHqhM6_action_1,frames_open/vHqhM6,856,1756,n5RL08ALrC
vHqhM6_action_1__ann1,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,"The movements are good, but there are a few points that have not been completed according to the instructional texts.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,vHqhM6_action_1,frames_open/vHqhM6,856,1756,q6ITZM5jtg
5DOBx3_action_1__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,Failed to return to the starting position after completing a squat.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",5DOBx3_action_1,frames_open/5DOBx3,541,1006,n5RL08ALrC
5DOBx3_action_1__ann1,,leg reverse lunge,4.000000,train,Leg Reverse Lunge,"The movement was completed according to the instructional text, with a steady rhythm, very good, but pay attention to maintaining an upright upper body and avoid leaning forward.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",5DOBx3_action_1,frames_open/5DOBx3,541,1006,hFLOv2mpbU
85O2Ni_action_8__ann0,,sit-ups,2.000000,train,Sit-ups,The movement was not executed according to the instructive text.,"lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",85O2Ni_action_8,frames_open/85O2Ni,3331,3691,n5RL08ALrC
85O2Ni_action_8__ann1,,sit-ups,1.000000,train,Sit-ups,"Crossing the legs, misalignment of hand movements, not fully extended, body not completely lifted.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",85O2Ni_action_8,frames_open/85O2Ni,3331,3691,U1zT0YQOaN
CfMZyu_action_10__ann0,,push-ups,4.000000,train,Push-ups,Perform the actions properly.,"push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",CfMZyu_action_10,frames_open/CfMZyu,6646,7186,n5RL08ALrC
CfMZyu_action_10__ann1,,push-ups,4.000000,train,Push-ups,"The overall movements are done according to the instructional text, with a moderate speed, but it would be better if one can control and maintain a straight waist and back.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",CfMZyu_action_10,frames_open/CfMZyu,6646,7186,hFLOv2mpbU
zOfbr6_action_8__ann0,,jumping jacks,4.000000,train,Jumping Jacks,Correct form/Proper form,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",zOfbr6_action_8,frames_open/zOfbr6,10051,10471,n5RL08ALrC
zOfbr6_action_8__ann1,,jumping jacks,4.000000,train,Jumping Jacks,Standard form of movement,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",zOfbr6_action_8,frames_open/zOfbr6,10051,10471,U1zT0YQOaN
CQlaER_action_10__ann0,,sumo squat,3.000000,train,Sumo Squat,Tilt your upper body forward while squatting.,"stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",CQlaER_action_10,frames_open/CQlaER,6901,7426,n5RL08ALrC
CQlaER_action_10__ann1,,sumo squat,3.000000,train,Sumo Squat,"The movement is performed according to the instructional text, and the movement is relatively smooth, but please try to keep your upper body upright and your waist straight throughout the entire movement, as this can achieve better training results.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",CQlaER_action_10,frames_open/CQlaER,6901,7426,hFLOv2mpbU
5jtgUe_action_11__ann0,,jumping jacks,3.000000,train,Jumping Jacks,The jumping range is relatively small.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",5jtgUe_action_11,frames_open/5jtgUe,10186,10681,n5RL08ALrC
5jtgUe_action_11__ann1,,jumping jacks,4.000000,train,Jumping Jacks,"During the exercise, the arms should be kept tight, and when jumping, the legs can be spread wider.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",5jtgUe_action_11,frames_open/5jtgUe,10186,10681,hFLOv2mpbU
dYRk2k_action_9__ann0,,high knee,3.000000,train,High Knee,The range of motion is limited and the movement speed is slow.,"straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",dYRk2k_action_9,frames_open/dYRk2k,8071,8296,n5RL08ALrC
dYRk2k_action_9__ann1,,high knee,4.000000,train,High Knee,"The movements are performed according to the instructional text. The speed of the movements is appropriate and the smoothness is moderate. If the speed of executing these movements is faster, higher scores can be achieved.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",dYRk2k_action_9,frames_open/dYRk2k,8071,8296,9ZMJLsCfMZ
Y1t9Ew_action_2__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,There is movement in the legs.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",Y1t9Ew_action_2,frames_open/Y1t9Ew,1201,1906,n5RL08ALrC
Y1t9Ew_action_2__ann1,,leg reverse lunge,4.000000,train,Leg Reverse Lunge,"The movements follow the instructional text, with an appropriate completion speed and high fluency. However, pay attention to controlling the center of gravity and maintaining stability of the body.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",Y1t9Ew_action_2,frames_open/Y1t9Ew,1201,1906,hFLOv2mpbU
LOv2mp_action_13__ann0,,clap jacks,3.000000,train,Clap Jacks,The movement speed is too fast.,"lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",LOv2mp_action_13,frames_open/LOv2mp,9271,9586,n5RL08ALrC
LOv2mp_action_13__ann1,,clap jacks,3.000000,train,Clap Jacks,"The overall completion of the movement is average, following the instructional text generally, and the execution process is relatively smooth. However, the arms did not exert correct force and were excessively relaxed. It is recommended to work on controlling arm force.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",LOv2mp_action_13,frames_open/LOv2mp,9271,9586,hFLOv2mpbU
MPm3tr_action_4__ann0,,high knee,3.000000,train,High Knee,The movement speed is relatively slow.,"straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",MPm3tr_action_4,frames_open/MPm3tr,1606,1801,n5RL08ALrC
MPm3tr_action_4__ann1,,high knee,3.000000,train,High Knee,"The basic movements were completed in accordance with the instructional text, but the speed was slow and the muscle power was not fully utilized.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",MPm3tr_action_4,frames_open/MPm3tr,1606,1801,rhToxYkvB0
d7RbIB_action_6__ann0,,leg lunge with knee lift,1.000000,train,Leg Lunge With Knee Lift,"The instructional text was not followed, and the movements were incorrect.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",d7RbIB_action_6,frames_open/d7RbIB,9421,11206,n5RL08ALrC
d7RbIB_action_6__ann1,,leg lunge with knee lift,5.000000,train,Leg Lunge With Knee Lift,"The movements are executed according to the instructional text, with a moderate speed and stable rhythm. The movements are precise and up to standard, very good! It is suggested to make the range of motion larger in order to achieve better results.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",d7RbIB_action_6,frames_open/d7RbIB,9421,11206,hFLOv2mpbU
J6afU1_action_11__ann0,,leg lunge with knee lift,2.000000,train,Leg Lunge With Knee Lift,The movements are not smooth.,"in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",J6afU1_action_11,frames_open/J6afU1,9661,10231,n5RL08ALrC
J6afU1_action_11__ann1,,leg lunge with knee lift,1.000000,train,Leg Lunge With Knee Lift,"The movements do not follow the instructional text, and the starting position as well as the intermediate posture are incorrect.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",J6afU1_action_11,frames_open/J6afU1,9661,10231,NQqEefRWi4
CeqSkC_action_13__ann0,,sit-ups,3.000000,train,Sit-ups,Legs are shaking.,"lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",CeqSkC_action_13,frames_open/CeqSkC,11941,12556,n5RL08ALrC
CeqSkC_action_13__ann1,,sit-ups,4.000000,train,Sit-ups,The feet should be crossed rather than placed side by side.,"lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",CeqSkC_action_13,frames_open/CeqSkC,11941,12556,NQqEefRWi4
85O2Ni_action_3__ann0,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,"The movement speed is fast, but it lacks stability and smoothness.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",85O2Ni_action_3,frames_open/85O2Ni,1111,1426,n5RL08ALrC
85O2Ni_action_3__ann1,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,"The movements were generally following the instructional text, but the body's center of gravity is not stable and tends to lean towards the right side.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",85O2Ni_action_3,frames_open/85O2Ni,1111,1426,rhToxYkvB0
AXQTck_action_0__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,The step taken backward is smaller in size.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",AXQTck_action_0,frames_open/AXQTck,16,616,n5RL08ALrC
AXQTck_action_0__ann1,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,Not restored to an upright position.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",AXQTck_action_0,frames_open/AXQTck,16,616,U1zT0YQOaN
dYRk2k_action_14__ann0,,jumping jacks,3.000000,train,Jumping Jacks,The movements are not smooth.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",dYRk2k_action_14,frames_open/dYRk2k,12511,12736,n5RL08ALrC
dYRk2k_action_14__ann1,,jumping jacks,3.000000,train,Jumping Jacks,The movements were generally completed according to the instructional text. The speed of the movements was somewhat slow and not very smooth.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",dYRk2k_action_14,frames_open/dYRk2k,12511,12736,9ZMJLsCfMZ
q6ITZM_action_14__ann0,,jumping jacks,3.000000,train,Jumping Jacks,Slow exercise speed.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",q6ITZM_action_14,frames_open/q6ITZM,10666,10936,n5RL08ALrC
q6ITZM_action_14__ann1,,jumping jacks,4.000000,train,Jumping Jacks,"The movements follow the instructional text, the speed of the movements is suitable, the drawback lies in the lack of smoothness in the movements. The improvement area is to enhance the fluidity.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",q6ITZM_action_14,frames_open/q6ITZM,10666,10936,yuKpslm0lc
bccnRq_action_8__ann0,,jumping jacks,3.000000,train,Jumping Jacks,Insufficient height when lifting the arms.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",bccnRq_action_8,frames_open/bccnRq,6766,7351,n5RL08ALrC
bccnRq_action_8__ann1,,jumping jacks,3.000000,train,Jumping Jacks,"The completion level of the movement is low, the range is too small, and moreover, the arms are not swinging correctly, without any tension.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",bccnRq_action_8,frames_open/bccnRq,6766,7351,hFLOv2mpbU
J6afU1_action_12__ann0,,jumping jacks,3.000000,train,Jumping Jacks,The movement speed is slow and not smooth.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",J6afU1_action_12,frames_open/J6afU1,10246,10636,n5RL08ALrC
J6afU1_action_12__ann1,,jumping jacks,4.000000,train,Jumping Jacks,"The movements were completed according to the text, but not very smoothly, with pauses between opening and closing the legs.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",J6afU1_action_12,frames_open/J6afU1,10246,10636,dgYj2Soc0K
q6ITZM_action_0__ann0,,kneeling pushing-ups,2.000000,train,Kneeling pushing-ups,The movements were not performed according to the instructional text.,"cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",q6ITZM_action_0,frames_open/q6ITZM,76,556,n5RL08ALrC
q6ITZM_action_0__ann1,,kneeling pushing-ups,2.000000,train,Kneeling pushing-ups,The movement was not completed according to the instructional text. The speed of the movement was appropriate and the fluency was moderate. The shortcomings of the movement were that it was not executed with the elbows slightly higher than the torso.,"cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",q6ITZM_action_0,frames_open/q6ITZM,76,556,9ZMJLsCfMZ
dYRk2k_action_13__ann0,,leg lunge with knee lift,2.000000,train,Leg Lunge With Knee Lift,"There is leg movement, and the posture of the strides is incorrect.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",dYRk2k_action_13,frames_open/dYRk2k,11926,12496,n5RL08ALrC
dYRk2k_action_13__ann1,,leg lunge with knee lift,4.000000,train,Leg Lunge With Knee Lift,"The movement generally aligns with the instructional text, but the execution is not very stable and lacks sufficient depth in the descent.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",dYRk2k_action_13,frames_open/dYRk2k,11926,12496,rhToxYkvB0
LOv2mp_action_0__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,"After completing one squat, you should return to the starting position.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",LOv2mp_action_0,frames_open/LOv2mp,61,481,n5RL08ALrC
LOv2mp_action_0__ann1,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,"The movements differ significantly from the instructional text, but the body's center of gravity is leaning forward, the hands are not placed on the hips, and the body is not pushed back to the standing position.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",LOv2mp_action_0,frames_open/LOv2mp,61,481,rhToxYkvB0
62c2V9_action_1__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,Lean forward with your upper body when squatting.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",62c2V9_action_1,frames_open/62c2V9,721,1171,n5RL08ALrC
62c2V9_action_1__ann1,,leg reverse lunge,5.000000,train,Leg Reverse Lunge,"The movement is standardized, the speed is moderate, very good.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",62c2V9_action_1,frames_open/62c2V9,721,1171,hFLOv2mpbU
SMPFTP_action_7__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,"The body is shaking, and the movements are not smooth.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",SMPFTP_action_7,frames_open/SMPFTP,6001,6496,n5RL08ALrC
SMPFTP_action_7__ann1,,leg reverse lunge,4.000000,train,Leg Reverse Lunge,"The range of motion for the downward press is too small, not reaching the floor.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",SMPFTP_action_7,frames_open/SMPFTP,6001,6496,U1zT0YQOaN
SMPFTP_action_7__ann2,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,The movement is slow and not precise enough.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",SMPFTP_action_7,frames_open/SMPFTP,6001,6496,FQPS6YwfuN
wNsRwL_action_6__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,"After squatting down, you should return to the standing position.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",wNsRwL_action_6,frames_open/wNsRwL,6106,6736,n5RL08ALrC
wNsRwL_action_6__ann1,,leg reverse lunge,5.000000,train,Leg Reverse Lunge,"The movement is stable, with an upright posture and tightened core, very good; but after each movement is completed, you should return to an upright position.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",wNsRwL_action_6,frames_open/wNsRwL,6106,6736,hFLOv2mpbU
xYkvB0_action_8__ann0,,jumping jacks,5.000000,train,Jumping Jacks,"The completion of the movement follows the instructional text, and the speed and fluency of the movement are normal. The execution of the movement meets the normal requirements of the exercise without any deficiencies.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",xYkvB0_action_8,frames_open/xYkvB0,7561,7816,m6KopZ9jZI
xYkvB0_action_8__ann1,,jumping jacks,4.000000,train,Jumping Jacks,The movement is perfect.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",xYkvB0_action_8,frames_open/xYkvB0,7561,7816,Ue52RvEJgw
CeqSkC_action_5__ann0,,high knee,3.000000,train,High Knee,"The movements were not fully executed according to the instructional text, the speed of the movements was insufficient, and the leg lifting range was very small.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",CeqSkC_action_5,frames_open/CeqSkC,2146,2416,m6KopZ9jZI
CeqSkC_action_5__ann1,,high knee,3.000000,train,High Knee,"The movement speed is slightly slow, it can be a bit faster, the leg lift range is too small, it should be lifted higher.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",CeqSkC_action_5,frames_open/CeqSkC,2146,2416,FQPS6YwfuN
CeqSkC_action_12__ann0,,kneeling pushing-ups,3.000000,train,Kneeling pushing-ups,"The movements were not completely in accordance with the instructional text, the speed of the movements was normal, but the elbows were not slightly higher than the torso.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",CeqSkC_action_12,frames_open/CeqSkC,11461,11926,m6KopZ9jZI
J6afU1_action_1__ann0,,sit-ups,1.000000,train,Sit-ups,"The completion of the movements basically did not follow the instructional text, and the speed of the movements is very slow.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",J6afU1_action_1,frames_open/J6afU1,886,1726,m6KopZ9jZI
J6afU1_action_1__ann1,,sit-ups,2.000000,train,Sit-ups,"The movements are not standard. The legs should be close together instead of crossing over, and the arms should be extended straight above the head. The movements are slightly slow; the speed can be faster.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",J6afU1_action_1,frames_open/J6afU1,886,1726,FQPS6YwfuN
J6afU1_action_3__ann0,,leg lunge with knee lift,2.000000,train,Leg Lunge With Knee Lift,"The completion of the movement did not follow the instructional text, the speed of the movement is slow, and the bending range is large.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",J6afU1_action_3,frames_open/J6afU1,2626,3706,m6KopZ9jZI
J6afU1_action_7__ann0,,leg lunge with knee lift,2.000000,train,Leg Lunge With Knee Lift,"The completion of the movement does not follow the instructional text, the speed of the movement is slow, the bending range is large, and there is instability when standing.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",J6afU1_action_7,frames_open/J6afU1,6361,7036,m6KopZ9jZI
J6afU1_action_7__ann1,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,"The movement is slow, the body doesn't maintain balance during the exercise, sways from side to side, and hands are not placed on the hips. You should speed up and maintain body balance.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",J6afU1_action_7,frames_open/J6afU1,6361,7036,FQPS6YwfuN
J6afU1_action_10__ann0,,kneeling side torso twist,5.000000,train,Kneeling Side Torso Twist,The execution of the movements followed the instructional text and the speed of the movements was normal.,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,J6afU1_action_10,frames_open/J6afU1,8881,9646,m6KopZ9jZI
J6afU1_action_10__ann1,,kneeling side torso twist,2.000000,train,Kneeling Side Torso Twist,"The movement is not properly executed, the hands are not placed near the ears, the range of motion is very small, and it does not come close to the ground.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,J6afU1_action_10,frames_open/J6afU1,8881,9646,FQPS6YwfuN
